login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
cassidoo,cassidoo/accordion,2020-01-23T13:19:32Z,17,17,JavaScript,TRUE,TRUE,
cassidoo,cassidoo/agagd,2023-11-20T05:21:51Z,1,1,,TRUE,FALSE,mit
cassidoo,cassidoo/ama,2020-06-09T02:22:18Z,62,62,,FALSE,FALSE,
cassidoo,cassidoo/ASL2048,2014-03-20T14:29:23Z,0,0,CSS,TRUE,TRUE,mit
cassidoo,cassidoo/astro,2021-09-14T06:35:07Z,0,0,,TRUE,FALSE,other
cassidoo,cassidoo/astro-docs,2021-07-06T20:04:04Z,0,0,,TRUE,TRUE,
cassidoo,cassidoo/astro-netlify-starter,2021-07-06T20:16:41Z,68,68,Astro,TRUE,TRUE,
cassidoo,cassidoo/astro-react-vue-demo,2021-06-24T22:26:44Z,49,49,CSS,TRUE,TRUE,
cassidoo,cassidoo/astro-redirects-example,2023-01-01T00:47:59Z,7,7,Astro,TRUE,TRUE,
cassidoo,cassidoo/astro-vt-demo,2024-03-30T18:21:43Z,2,2,Astro,TRUE,TRUE,
cassidoo,cassidoo/astroship,2023-02-14T17:56:56Z,1,1,Astro,TRUE,TRUE,gpl-3.0
cassidoo,cassidoo/avocado-labs-demo,2020-06-30T16:57:43Z,5,5,JavaScript,TRUE,TRUE,
cassidoo,cassidoo/awesome-newsletters,2022-07-16T05:17:18Z,5,5,,TRUE,TRUE,
cassidoo,cassidoo/babel-plugin-root-import,2019-01-15T18:53:02Z,0,0,JavaScript,TRUE,FALSE,mit
cassidoo,cassidoo/Balance,2014-03-29T17:19:24Z,1,1,JavaScript,TRUE,TRUE,
cassidoo,cassidoo/better-security-questions,2022-06-20T04:57:39Z,142,142,JavaScript,FALSE,FALSE,isc
cassidoo,cassidoo/blahg,2022-08-24T05:27:50Z,239,239,Astro,TRUE,FALSE,
cassidoo,cassidoo/book-rating-demo,2020-09-16T02:16:42Z,26,26,JavaScript,TRUE,TRUE,
cassidoo,cassidoo/brainstorm-buddy-extension,2024-09-23T15:53:44Z,15,15,JavaScript,TRUE,TRUE,
cassidoo,cassidoo/calendso,2021-09-20T05:56:02Z,1,1,TypeScript,TRUE,FALSE,other
cassidoo,cassidoo/call-it-what-it-is,2019-07-15T22:16:41Z,42,42,JavaScript,TRUE,TRUE,
cassidoo,cassidoo/carbon-copy,2016-12-02T05:17:09Z,1,1,HTML,TRUE,TRUE,
cassidoo,cassidoo/cardstock,2021-10-22T16:53:27Z,98,98,CSS,FALSE,FALSE,mit
cassidoo,cassidoo/cass.lol,2020-11-28T05:59:23Z,4,4,,TRUE,TRUE,
cassidoo,cassidoo/cass.run,2021-01-28T23:09:23Z,163,163,,TRUE,TRUE,
cassidoo,cassidoo/cassidoo,2020-07-09T00:24:41Z,21,21,,TRUE,TRUE,
cassidoo,cassidoo/cassidoo-v3,2014-10-06T06:17:21Z,14,14,HTML,TRUE,TRUE,
cassidoo,cassidoo/cassidoo-v4,2016-04-11T16:48:40Z,11,11,CSS,TRUE,TRUE,
cassidoo,cassidoo/cassidoo-v5,2016-08-30T04:26:27Z,58,58,JavaScript,TRUE,TRUE,
cassidoo,cassidoo/cassidoo.github.io,2014-02-20T23:20:04Z,2,2,CSS,TRUE,TRUE,mit
felangel,felangel/amplify_starter,2022-07-06T14:51:53Z,2,2,,TRUE,TRUE,mit
felangel,felangel/atlas,2020-03-30T18:41:17Z,2,2,,TRUE,TRUE,mit
felangel,felangel/awesome-flutter,2018-12-09T14:50:23Z,10,10,Dart,TRUE,FALSE,
felangel,felangel/benchmarks,2020-06-15T04:48:52Z,2,2,,TRUE,TRUE,
felangel,felangel/bloc,2018-10-07T19:32:59Z,11807,11807,Dart,TRUE,TRUE,mit
felangel,felangel/bloc-close-sinks-bug,2019-10-18T14:59:34Z,0,0,Dart,TRUE,TRUE,
felangel,felangel/bloc.js,2019-08-11T05:01:32Z,190,190,TypeScript,TRUE,TRUE,
felangel,felangel/bloc_didchangedependencies,2021-03-02T05:11:24Z,2,2,,TRUE,TRUE,
felangel,felangel/bloc_library_basics_and_beyond,2020-01-18T23:58:48Z,29,29,Dart,TRUE,TRUE,
felangel,felangel/bloc_todos,2020-04-30T07:44:37Z,7,7,Dart,TRUE,TRUE,
felangel,felangel/brain.js,2018-11-12T23:51:35Z,0,0,JavaScript,TRUE,TRUE,mit
felangel,felangel/broadcast_bloc,2022-12-16T06:14:26Z,17,17,Dart,TRUE,TRUE,mit
felangel,felangel/build_verify,2020-08-27T14:47:43Z,2,2,,TRUE,TRUE,mit
felangel,felangel/codemagic_bloc_unit_tests,2019-11-13T03:53:48Z,14,14,Dart,TRUE,TRUE,
felangel,felangel/cool_counter,2020-10-06T02:52:38Z,18,18,Dart,TRUE,TRUE,
felangel,felangel/crossfader,2016-09-17T08:42:25Z,0,0,JavaScript,TRUE,TRUE,
felangel,felangel/csv-to-sql,2017-03-09T05:45:34Z,0,0,JavaScript,TRUE,TRUE,
felangel,felangel/cubit,2020-06-04T05:17:27Z,596,596,Dart,TRUE,TRUE,mit
felangel,felangel/cubit_and_beyond,2020-11-19T04:28:59Z,22,22,Dart,TRUE,TRUE,
felangel,felangel/Dart-Code,2019-07-24T05:09:45Z,3,3,TypeScript,TRUE,FALSE,mit
felangel,felangel/dart-neats,2021-07-13T05:43:55Z,1,1,Dart,TRUE,FALSE,apache-2.0
felangel,felangel/dart-pad,2020-04-23T02:52:40Z,1,1,,TRUE,TRUE,bsd-3-clause
felangel,felangel/dart-services,2020-04-23T02:54:00Z,1,1,,TRUE,TRUE,bsd-3-clause
felangel,felangel/dartdevc_exception_bug,2019-12-27T00:58:25Z,1,1,Dart,TRUE,TRUE,
felangel,felangel/dart_edge,2023-02-03T22:37:21Z,2,2,Dart,TRUE,FALSE,apache-2.0
felangel,felangel/dart_sealed_unions,2019-07-27T22:10:24Z,2,2,Dart,TRUE,TRUE,apache-2.0
felangel,felangel/data_class,2024-05-16T04:55:39Z,292,292,Dart,TRUE,TRUE,mit
felangel,felangel/devtools,2019-09-13T02:52:36Z,3,3,Dart,TRUE,FALSE,bsd-3-clause
felangel,felangel/dio,2019-06-05T16:50:33Z,2,2,Dart,TRUE,TRUE,mit
felangel,felangel/discord-open-source,2021-02-09T01:24:49Z,1,1,,TRUE,TRUE,
dabeaz,dabeaz/archive,2021-06-02T13:30:39Z,3,3,,TRUE,TRUE,
dabeaz,dabeaz/asks,2020-02-25T15:24:35Z,2,2,Python,TRUE,TRUE,mit
dabeaz,dabeaz/asm6502,2023-01-16T09:41:27Z,20,20,Python,TRUE,TRUE,mit
dabeaz,dabeaz/bitey,2012-08-09T02:20:13Z,609,609,Python,TRUE,TRUE,other
dabeaz,dabeaz/blog,2021-08-29T21:23:48Z,267,267,,TRUE,TRUE,
dabeaz,dabeaz/cluegen,2018-11-30T21:11:26Z,363,363,Python,FALSE,FALSE,
dabeaz,dabeaz/colonel,2016-06-07T16:27:55Z,8,8,Python,FALSE,FALSE,
dabeaz,dabeaz/concurrencylive,2015-04-10T21:12:39Z,162,162,Python,TRUE,TRUE,
dabeaz,dabeaz/cpython_hack,2020-06-12T15:33:41Z,47,47,C,TRUE,FALSE,other
dabeaz,dabeaz/curio,2015-10-11T14:02:00Z,4036,4036,Python,TRUE,TRUE,other
dabeaz,dabeaz/dabeaz.github.io,2023-01-14T13:33:15Z,4,4,HTML,TRUE,TRUE,
dabeaz,dabeaz/dataklasses,2021-12-19T23:40:48Z,786,786,Python,TRUE,TRUE,
dabeaz,dabeaz/flail,2018-11-19T15:40:00Z,41,41,Python,TRUE,TRUE,
dabeaz,dabeaz/frothy,2023-12-01T19:31:56Z,3,3,Racket,TRUE,TRUE,
dabeaz,dabeaz/generators,2018-10-29T20:11:53Z,429,429,,TRUE,TRUE,
dabeaz,dabeaz/hoppy,2017-12-29T18:54:15Z,9,9,,TRUE,TRUE,
dabeaz,dabeaz/janet,2020-08-10T00:06:08Z,2,2,C,TRUE,FALSE,mit
dabeaz,dabeaz/me-al,2015-03-30T00:12:16Z,64,64,Python,TRUE,FALSE,
dabeaz,dabeaz/modulepackage,2015-04-06T16:26:29Z,75,75,Python,TRUE,TRUE,
dabeaz,dabeaz/ply,2011-01-02T14:27:00Z,2788,2788,Python,FALSE,FALSE,
dabeaz,dabeaz/py65,2011-01-15T18:27:37Z,12,12,Python,TRUE,FALSE,bsd-3-clause
dabeaz,dabeaz/pylox,2022-01-18T14:45:53Z,48,48,Python,TRUE,TRUE,
dabeaz,dabeaz/python-cookbook,2013-04-08T11:01:19Z,3906,3906,Python,TRUE,TRUE,
dabeaz,dabeaz/python-distilled,2021-08-29T15:58:31Z,95,95,,TRUE,TRUE,
dabeaz,dabeaz/pythonprog,2016-12-19T00:57:27Z,63,63,Python,TRUE,TRUE,
dabeaz,dabeaz/raft_jun_2019,2019-06-25T16:33:38Z,9,9,Python,TRUE,TRUE,
dabeaz,dabeaz/ranet,2020-08-10T00:20:54Z,18,18,,TRUE,TRUE,mit
dabeaz,dabeaz/scritch,2024-09-16T18:22:37Z,1,1,Java,TRUE,TRUE,
dabeaz,dabeaz/sly,2016-09-02T14:23:48Z,824,824,Python,TRUE,TRUE,other
dabeaz,dabeaz/theater,2022-02-20T20:57:15Z,8,8,Python,TRUE,TRUE,
sstephenson,sstephenson/aoc21,2021-12-01T17:59:34Z,4,4,Awk,FALSE,FALSE,mit
sstephenson,sstephenson/bashprof,2013-11-18T18:21:40Z,25,25,Awk,TRUE,TRUE,
sstephenson,sstephenson/bats,2011-12-28T18:40:33Z,7123,7123,Shell,TRUE,TRUE,mit
sstephenson,sstephenson/brochure,2010-10-12T23:06:05Z,349,349,Ruby,TRUE,TRUE,mit
sstephenson,sstephenson/cognition,2018-10-29T16:12:19Z,2,2,TypeScript,TRUE,TRUE,
sstephenson,sstephenson/dimensions,2011-07-01T00:33:51Z,206,206,Ruby,TRUE,FALSE,mit
sstephenson,sstephenson/dnsserver.js,2011-09-19T00:22:23Z,37,37,JavaScript,TRUE,FALSE,mit
sstephenson,sstephenson/eco,2010-09-19T05:01:25Z,1710,1710,CoffeeScript,TRUE,FALSE,mit
sstephenson,sstephenson/execjs,2011-02-06T20:23:29Z,1163,1163,Ruby,TRUE,FALSE,mit
sstephenson,sstephenson/global_phone,2013-05-28T18:51:57Z,548,548,Ruby,TRUE,TRUE,mit
sstephenson,sstephenson/hector,2010-02-12T08:09:32Z,131,131,Ruby,TRUE,FALSE,mit
sstephenson,sstephenson/hike,2010-10-16T18:20:21Z,141,141,Ruby,TRUE,FALSE,mit
sstephenson,sstephenson/launch_socket_server,2014-11-07T20:57:20Z,85,85,Go,TRUE,TRUE,mit
sstephenson,sstephenson/mdtoc,2011-04-30T23:27:19Z,7,7,Ruby,TRUE,FALSE,
sstephenson,sstephenson/pseudo,2013-02-07T17:25:56Z,49,49,C,TRUE,TRUE,mit
sstephenson,sstephenson/replicant,2015-12-30T04:21:12Z,3,3,CoffeeScript,TRUE,TRUE,
sstephenson,sstephenson/ruby-eco,2011-06-04T19:28:59Z,68,68,Ruby,TRUE,FALSE,mit
sstephenson,sstephenson/ruby-ejs,2011-05-17T21:01:36Z,141,141,Ruby,TRUE,TRUE,mit
sstephenson,sstephenson/ruby-yui-compressor,2009-07-19T21:19:19Z,217,217,Ruby,TRUE,TRUE,
sstephenson,sstephenson/s,2013-09-03T17:07:00Z,40,40,CoffeeScript,TRUE,TRUE,mit
sstephenson,sstephenson/sprockets,2008-03-27T02:37:32Z,2551,2551,,TRUE,FALSE,
sstephenson,sstephenson/sprockets-rails,2009-02-08T18:37:38Z,123,123,Ruby,TRUE,FALSE,mit
sstephenson,sstephenson/stitch,2010-09-18T01:20:47Z,1042,1042,CoffeeScript,TRUE,FALSE,mit
sstephenson,sstephenson/strscan-js,2010-08-21T17:45:20Z,46,46,CoffeeScript,TRUE,FALSE,mit
mattgodbolt,mattgodbolt/6502_65C02_functional_tests,2014-10-15T23:25:36Z,0,0,,TRUE,TRUE,gpl-3.0
mattgodbolt,mattgodbolt/aeron,2018-10-09T15:39:08Z,2,2,Java,TRUE,TRUE,apache-2.0
mattgodbolt,mattgodbolt/agner,2016-01-29T14:07:15Z,110,110,C++,TRUE,TRUE,gpl-3.0
mattgodbolt,mattgodbolt/arm_thing,2018-05-14T15:14:22Z,2,2,C++,TRUE,TRUE,mit
mattgodbolt,mattgodbolt/atuin,2024-01-14T20:26:55Z,1,1,,TRUE,TRUE,mit
mattgodbolt,mattgodbolt/avast-cpp-isnt-dead,2018-05-22T15:24:22Z,0,0,HTML,TRUE,TRUE,
mattgodbolt,mattgodbolt/bbc-micro-emulation,2014-06-17T03:55:09Z,5,5,HTML,TRUE,TRUE,
mattgodbolt,mattgodbolt/BBCMicroBot,2020-06-14T22:01:37Z,2,2,,TRUE,TRUE,gpl-3.0
mattgodbolt,mattgodbolt/be6502,2019-11-10T14:44:10Z,1,1,C++,TRUE,TRUE,
mattgodbolt,mattgodbolt/beebasm,2019-11-17T13:58:16Z,0,0,C++,TRUE,TRUE,gpl-3.0
mattgodbolt,mattgodbolt/beebide,2016-12-25T21:18:13Z,14,14,JavaScript,TRUE,TRUE,bsd-2-clause
mattgodbolt,mattgodbolt/blog,2015-02-07T22:04:55Z,4,4,Python,FALSE,FALSE,
mattgodbolt,mattgodbolt/carbon-lang,2022-07-19T19:26:23Z,0,0,,TRUE,TRUE,other
mattgodbolt,mattgodbolt/Catch,2015-10-20T01:25:15Z,1,1,C++,TRUE,TRUE,bsl-1.0
mattgodbolt,mattgodbolt/ccs-conan,2018-08-18T20:17:35Z,1,1,Python,TRUE,TRUE,
mattgodbolt,mattgodbolt/ccs-cpp,2013-08-01T18:32:49Z,1,1,C++,TRUE,TRUE,
mattgodbolt,mattgodbolt/ccs-js,2014-05-02T20:45:21Z,2,2,JavaScript,TRUE,TRUE,
mattgodbolt,mattgodbolt/CcsEclipse,2015-02-12T15:33:02Z,0,0,Java,TRUE,TRUE,
mattgodbolt,mattgodbolt/ce-behind-the-scenes,2019-03-24T22:19:27Z,5,5,HTML,TRUE,TRUE,
mattgodbolt,mattgodbolt/ce-cppcon-talk,2017-07-07T15:56:34Z,5,5,HTML,TRUE,TRUE,
mattgodbolt,mattgodbolt/ce-gh-stats,2023-09-21T01:43:58Z,0,0,Python,TRUE,TRUE,bsd-2-clause
mattgodbolt,mattgodbolt/ce-lightning,2017-02-28T00:22:00Z,3,3,CSS,TRUE,TRUE,other
mattgodbolt,mattgodbolt/CLK,2017-11-24T18:07:52Z,1,1,C++,TRUE,TRUE,mit
mattgodbolt,mattgodbolt/cmake-conan,2018-10-09T11:49:58Z,1,1,CMake,TRUE,TRUE,mit
mattgodbolt,mattgodbolt/conan,2018-10-09T18:31:22Z,0,0,Python,TRUE,FALSE,mit
mattgodbolt,mattgodbolt/conan-center-index,2020-08-02T23:57:51Z,0,0,Python,TRUE,TRUE,mit
mattgodbolt,mattgodbolt/conan-test,2018-10-12T02:53:20Z,5,5,CMake,TRUE,TRUE,
mattgodbolt,mattgodbolt/correct-by-construction,2020-01-23T00:35:40Z,20,20,HTML,TRUE,TRUE,
mattgodbolt,mattgodbolt/cppcon-bits-between-bits,2018-06-06T13:21:54Z,19,19,HTML,TRUE,TRUE,
mattgodbolt,mattgodbolt/cppnow-lightning,2018-05-14T19:22:13Z,0,0,HTML,TRUE,TRUE,
logankilpatrick,logankilpatrick/.github,2022-06-01T22:11:13Z,0,0,,TRUE,FALSE,
logankilpatrick,logankilpatrick/18S191,2020-09-01T14:40:26Z,0,0,,TRUE,TRUE,
logankilpatrick,logankilpatrick/1password-teams-open-source,2021-09-21T13:13:04Z,0,0,,TRUE,TRUE,
logankilpatrick,logankilpatrick/2023.djangocon.us,2022-10-20T18:02:31Z,0,0,,TRUE,TRUE,other
logankilpatrick,logankilpatrick/30-seconds-of-julia,2019-12-20T12:34:27Z,3,3,,TRUE,TRUE,cc0-1.0
logankilpatrick,logankilpatrick/30-seconds-of-python,2019-12-20T12:34:15Z,0,0,,TRUE,TRUE,cc0-1.0
logankilpatrick,logankilpatrick/aa228-notebook,2019-08-07T03:52:33Z,0,0,Jupyter Notebook,TRUE,TRUE,
logankilpatrick,logankilpatrick/AbstractPlotting.jl,2019-08-17T03:12:47Z,0,0,Julia,TRUE,TRUE,other
logankilpatrick,logankilpatrick/algebraicjulia.org,2020-10-27T02:07:55Z,0,0,,TRUE,TRUE,mit
logankilpatrick,logankilpatrick/Anova,2020-10-27T01:48:27Z,0,0,,TRUE,TRUE,
logankilpatrick,logankilpatrick/AppleInternshipContributionActivity,2019-08-31T01:49:53Z,1,1,,TRUE,TRUE,
logankilpatrick,logankilpatrick/argo-site,2022-06-06T14:40:51Z,0,0,,TRUE,TRUE,mit
logankilpatrick,logankilpatrick/argo-workflows,2022-06-06T14:51:36Z,0,0,,TRUE,FALSE,apache-2.0
logankilpatrick,logankilpatrick/astropy.github.com,2020-06-22T13:47:32Z,0,0,,TRUE,FALSE,bsd-3-clause
logankilpatrick,logankilpatrick/Augmentor.jl,2020-01-25T18:48:27Z,0,0,,TRUE,TRUE,other
logankilpatrick,logankilpatrick/autocomplete,2022-03-29T19:24:57Z,0,0,,TRUE,TRUE,mit
logankilpatrick,logankilpatrick/awesome-actions,2019-10-08T18:41:28Z,1,1,,TRUE,TRUE,cc0-1.0
logankilpatrick,logankilpatrick/Awesome-Black-Friday-Cyber-Monday,2022-11-27T00:06:20Z,0,0,,TRUE,TRUE,
logankilpatrick,logankilpatrick/Blink.jl,2019-09-06T11:59:35Z,0,0,Julia,TRUE,TRUE,other
logankilpatrick,logankilpatrick/BookTemplate,2021-11-11T15:35:31Z,0,0,,TRUE,FALSE,
logankilpatrick,logankilpatrick/CAPED-AI,2022-08-23T01:39:29Z,0,0,,TRUE,TRUE,
logankilpatrick,logankilpatrick/Catlab.jl,2020-10-27T02:07:20Z,0,0,,TRUE,FALSE,mit
logankilpatrick,logankilpatrick/ChatGPT-Plugins-Collection,2023-04-02T13:14:39Z,675,675,Julia,TRUE,TRUE,mit
logankilpatrick,logankilpatrick/ChatGPT-Simple,2023-03-30T17:18:15Z,370,370,HTML,TRUE,TRUE,mit
logankilpatrick,logankilpatrick/chipickleball.com,2022-08-01T14:26:17Z,0,0,CSS,TRUE,TRUE,mit
logankilpatrick,logankilpatrick/Clang.jl,2021-06-21T23:17:25Z,0,0,Julia,TRUE,FALSE,mit
logankilpatrick,logankilpatrick/cli,2023-01-13T22:56:04Z,0,0,,TRUE,FALSE,mit
logankilpatrick,logankilpatrick/Codecs.jl,2020-01-25T17:57:27Z,0,0,,TRUE,TRUE,other
logankilpatrick,logankilpatrick/codein,2019-12-12T20:46:11Z,0,0,,TRUE,TRUE,
logankilpatrick,logankilpatrick/Combinatorics.jl,2021-10-23T10:19:45Z,0,0,,TRUE,TRUE,other
khan4019,khan4019/adv-react-chicgo18,2018-11-10T16:03:55Z,2,2,JavaScript,TRUE,TRUE,
khan4019,khan4019/adv-react-redux-workshop,2018-11-09T23:55:29Z,2,2,JavaScript,TRUE,TRUE,
khan4019,khan4019/advJSDebug,2014-11-10T02:40:16Z,6,6,JavaScript,TRUE,TRUE,
khan4019,khan4019/android-POC,2018-04-01T21:20:25Z,2,2,Java,TRUE,TRUE,
khan4019,khan4019/androidTry,2014-02-09T22:08:06Z,2,2,Java,TRUE,TRUE,
khan4019,khan4019/angular-architecture,2019-04-30T16:13:16Z,1,1,TypeScript,TRUE,TRUE,
khan4019,khan4019/angular-bootstrap-nav-tree,2014-06-14T04:44:55Z,2,2,CoffeeScript,TRUE,TRUE,mit
khan4019,khan4019/angular-dynamic-locale,2016-04-05T16:26:43Z,1,1,JavaScript,TRUE,TRUE,mit
khan4019,khan4019/angular-interview-questions,2017-04-07T16:48:13Z,379,379,HTML,TRUE,TRUE,
khan4019,khan4019/angular-next-starter-kit,2016-09-06T18:31:26Z,1,1,TypeScript,TRUE,TRUE,
khan4019,khan4019/angular-training-beginner,2017-07-22T22:15:05Z,2,2,JavaScript,TRUE,TRUE,mit
khan4019,khan4019/angular2-website,2017-04-01T03:22:33Z,1,1,JavaScript,TRUE,TRUE,
khan4019,khan4019/angularPerf,2015-02-09T05:15:34Z,1,1,HTML,TRUE,TRUE,
khan4019,khan4019/angulartics-google-analytics,2015-10-23T12:49:06Z,1,1,HTML,TRUE,FALSE,mit
khan4019,khan4019/BanglaContent,2016-05-03T18:33:02Z,1,1,,TRUE,TRUE,
khan4019,khan4019/BangularBank,2017-03-26T17:07:23Z,4,4,TypeScript,TRUE,TRUE,
khan4019,khan4019/battery,2018-01-27T17:13:12Z,1,1,HTML,TRUE,TRUE,
khan4019,khan4019/betterThanAddyOsmani,2013-12-16T14:05:59Z,1,1,CSS,TRUE,TRUE,
khan4019,khan4019/bootstrap,2014-03-17T21:16:18Z,1,1,JavaScript,TRUE,TRUE,mit
khan4019,khan4019/Canvas,2013-09-12T23:40:15Z,1,1,,TRUE,TRUE,
khan4019,khan4019/car-race-python-game,2019-04-30T16:33:48Z,14,14,Python,TRUE,TRUE,
khan4019,khan4019/chrome-extension-demo,2013-08-14T19:28:26Z,1,1,CoffeeScript,TRUE,TRUE,
khan4019,khan4019/codinism,2018-08-08T00:10:42Z,3,3,HTML,TRUE,TRUE,
khan4019,khan4019/console,2015-08-29T22:53:49Z,2,2,JavaScript,TRUE,TRUE,
khan4019,khan4019/dc.js,2016-07-13T20:41:56Z,1,1,JavaScript,TRUE,TRUE,apache-2.0
khan4019,khan4019/demo27,2019-11-27T17:55:22Z,1,1,HTML,TRUE,TRUE,
khan4019,khan4019/developer-jokes,2018-07-01T15:34:02Z,3,3,,TRUE,TRUE,
khan4019,khan4019/devtools-animated-2016,2016-04-29T14:14:31Z,1,1,CSS,TRUE,TRUE,
khan4019,khan4019/documentjs,2012-06-14T23:19:58Z,2,2,JavaScript,TRUE,TRUE,
khan4019,khan4019/ema-john,2017-07-14T11:50:39Z,3,3,JavaScript,TRUE,TRUE,
adashofdata,adashofdata/bachelor_data,2022-08-31T17:26:13Z,1,1,,TRUE,TRUE,
adashofdata,adashofdata/intro-to-text-analytics,2018-09-20T15:53:23Z,103,103,Jupyter Notebook,TRUE,TRUE,
adashofdata,adashofdata/muffin-cupcake,2017-08-15T15:44:15Z,189,189,Jupyter Notebook,TRUE,TRUE,
adashofdata,adashofdata/nlp-in-python-tutorial,2018-07-24T15:48:27Z,1707,1707,Jupyter Notebook,TRUE,TRUE,
adashofdata,adashofdata/sql-crash-course,2022-01-07T22:27:35Z,34,34,,TRUE,TRUE,
adashofdata,adashofdata/taylor_swift_data,2023-02-28T03:46:59Z,51,51,Jupyter Notebook,TRUE,TRUE,
djspiewak,djspiewak/activeobjects,2009-02-12T06:49:21Z,10,10,Java,TRUE,TRUE,
djspiewak,djspiewak/anti-xml,2011-02-15T16:53:40Z,169,169,Scala,TRUE,TRUE,other
djspiewak,djspiewak/async-blobstore,2019-08-07T20:14:18Z,0,0,Scala,TRUE,TRUE,
djspiewak,djspiewak/async-runtime-benchmarks,2021-07-28T13:19:04Z,27,27,Scala,TRUE,TRUE,
djspiewak,djspiewak/backend.g8,2018-06-19T15:17:32Z,0,0,Shell,TRUE,FALSE,
djspiewak,djspiewak/base.g8,2016-11-16T21:44:34Z,8,8,Scala,TRUE,TRUE,
djspiewak,djspiewak/bloop,2023-06-09T16:47:30Z,1,1,,TRUE,FALSE,apache-2.0
djspiewak,djspiewak/blueeyes,2011-08-16T17:02:32Z,2,2,Scala,TRUE,TRUE,
djspiewak,djspiewak/buildr,2009-06-10T05:33:15Z,9,9,Ruby,TRUE,FALSE,apache-2.0
djspiewak,djspiewak/buildr-addons,2009-08-03T16:59:55Z,2,2,Ruby,TRUE,TRUE,
djspiewak,djspiewak/cats,2016-03-05T03:43:40Z,0,0,Scala,TRUE,TRUE,other
djspiewak,djspiewak/cats-collections,2016-03-04T16:19:00Z,0,0,Scala,TRUE,TRUE,other
djspiewak,djspiewak/cats-effect,2017-04-21T19:36:44Z,2,2,Scala,TRUE,TRUE,apache-2.0
djspiewak,djspiewak/cats-effect-cps,2021-06-13T14:39:23Z,0,0,Scala,TRUE,FALSE,apache-2.0
djspiewak,djspiewak/cats-mtl,2019-08-30T13:53:39Z,0,0,Scala,TRUE,FALSE,other
djspiewak,djspiewak/cats-parse,2021-01-18T21:22:50Z,1,1,Scala,TRUE,FALSE,mit
djspiewak,djspiewak/cats-tagless,2020-11-28T18:13:13Z,0,0,,TRUE,FALSE,apache-2.0
djspiewak,djspiewak/cccp,2011-11-10T04:21:42Z,119,119,Scala,TRUE,TRUE,
djspiewak,djspiewak/circe,2020-11-12T17:13:30Z,0,0,,TRUE,TRUE,apache-2.0
djspiewak,djspiewak/clojure-conj,2011-11-16T03:34:57Z,2,2,,TRUE,TRUE,
djspiewak,djspiewak/conscript,2016-12-28T00:55:12Z,0,0,Scala,TRUE,FALSE,
djspiewak,djspiewak/cont-exp,2017-03-22T22:08:23Z,7,7,Scala,TRUE,TRUE,
djspiewak,djspiewak/coop,2020-09-14T02:48:20Z,2,2,Scala,TRUE,FALSE,apache-2.0
djspiewak,djspiewak/coursier,2016-08-08T23:39:08Z,0,0,Scala,TRUE,TRUE,
djspiewak,djspiewak/dbpool,2008-11-05T22:46:03Z,5,5,Java,TRUE,TRUE,
djspiewak,djspiewak/derivative-combinators,2010-12-01T23:13:04Z,59,59,Scala,TRUE,TRUE,
djspiewak,djspiewak/devtools,2017-05-18T17:02:20Z,0,0,Shell,TRUE,TRUE,apache-2.0
djspiewak,djspiewak/discipline,2019-05-24T18:55:01Z,1,1,Scala,TRUE,FALSE,mit
djspiewak,djspiewak/discipline-munit,2020-11-05T22:30:59Z,0,0,Scala,TRUE,FALSE,
djspiewak,djspiewak/discipline-scalatest,2021-02-16T23:24:19Z,0,0,,TRUE,FALSE,mit
eddelbuettel,eddelbuettel/2015-08-21-nw,2015-07-11T14:58:09Z,1,1,Python,TRUE,TRUE,other
eddelbuettel,eddelbuettel/2016-11-01-chifed,2016-10-16T21:54:58Z,1,1,Python,TRUE,TRUE,other
eddelbuettel,eddelbuettel/2018-01-11-nber,2017-12-10T02:00:48Z,1,1,Python,TRUE,TRUE,other
eddelbuettel,eddelbuettel/adv-r,2013-11-28T21:50:50Z,1,1,R,TRUE,TRUE,
eddelbuettel,eddelbuettel/annoy,2014-11-09T14:11:32Z,0,0,C++,TRUE,TRUE,apache-2.0
eddelbuettel,eddelbuettel/AnomalyDetection,2015-05-11T15:45:14Z,3,3,R,TRUE,FALSE,gpl-3.0
eddelbuettel,eddelbuettel/anytime,2016-09-07T03:18:53Z,162,162,R,TRUE,TRUE,gpl-2.0
eddelbuettel,eddelbuettel/apollo13,2015-04-26T14:19:37Z,1,1,R,TRUE,TRUE,
eddelbuettel,eddelbuettel/arch,2022-08-23T21:33:15Z,4,4,C,TRUE,TRUE,other
eddelbuettel,eddelbuettel/armadillo,2022-09-09T11:58:50Z,0,0,C++,TRUE,TRUE,apache-2.0
eddelbuettel,eddelbuettel/arrow,2021-02-25T21:18:42Z,0,0,C++,TRUE,FALSE,apache-2.0
eddelbuettel,eddelbuettel/arrow-nanoarrow,2022-08-27T19:01:08Z,0,0,C,TRUE,FALSE,apache-2.0
eddelbuettel,eddelbuettel/asioheaders,2015-12-30T02:45:57Z,11,11,C++,TRUE,TRUE,
eddelbuettel,eddelbuettel/atakrig,2021-04-26T13:22:41Z,0,0,R,TRUE,TRUE,
eddelbuettel,eddelbuettel/awesome-quant,2021-06-05T13:31:26Z,1,1,Python,TRUE,TRUE,
eddelbuettel,eddelbuettel/background,2014-03-18T20:55:16Z,0,0,C,TRUE,TRUE,
